"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","LIFEEXP","WOMEN","YR","A","1981",78.2,
"FIN","LIFEEXP","WOMEN","YR","A","1982",78.8,
"FIN","LIFEEXP","WOMEN","YR","A","1983",78.5,
"FIN","LIFEEXP","WOMEN","YR","A","1984",79,
"FIN","LIFEEXP","WOMEN","YR","A","1985",78.7,
"FIN","LIFEEXP","WOMEN","YR","A","1986",78.9,
"FIN","LIFEEXP","WOMEN","YR","A","1987",78.8,
"FIN","LIFEEXP","WOMEN","YR","A","1988",78.8,
"FIN","LIFEEXP","WOMEN","YR","A","1989",79,
"FIN","LIFEEXP","WOMEN","YR","A","1990",79,
"FIN","LIFEEXP","WOMEN","YR","A","1991",79.5,
"FIN","LIFEEXP","WOMEN","YR","A","1992",79.6,
"FIN","LIFEEXP","WOMEN","YR","A","1993",79.5,
"FIN","LIFEEXP","WOMEN","YR","A","1994",80.3,
"FIN","LIFEEXP","WOMEN","YR","A","1995",80.4,
"FIN","LIFEEXP","WOMEN","YR","A","1996",80.7,
"FIN","LIFEEXP","WOMEN","YR","A","1997",80.7,
"FIN","LIFEEXP","WOMEN","YR","A","1998",81,
"FIN","LIFEEXP","WOMEN","YR","A","1999",81.2,
"FIN","LIFEEXP","WOMEN","YR","A","2000",81.2,
"FIN","LIFEEXP","WOMEN","YR","A","2001",81.7,
"FIN","LIFEEXP","WOMEN","YR","A","2002",81.6,
"FIN","LIFEEXP","WOMEN","YR","A","2003",81.9,
"FIN","LIFEEXP","WOMEN","YR","A","2004",82.5,
"FIN","LIFEEXP","WOMEN","YR","A","2005",82.5,
"FIN","LIFEEXP","WOMEN","YR","A","2006",83.1,
"FIN","LIFEEXP","WOMEN","YR","A","2007",83.1,
"FIN","LIFEEXP","WOMEN","YR","A","2008",83.3,
"FIN","LIFEEXP","WOMEN","YR","A","2009",83.5,
"FIN","LIFEEXP","WOMEN","YR","A","2010",83.5,
"FIN","LIFEEXP","WOMEN","YR","A","2011",83.8,
"FIN","LIFEEXP","WOMEN","YR","A","2012",83.7,
"FIN","LIFEEXP","WOMEN","YR","A","2013",84.1,
"FIN","LIFEEXP","WOMEN","YR","A","2014",84.1,
"FIN","LIFEEXP","WOMEN","YR","A","2015",84.4,
"FIN","LIFEEXP","WOMEN","YR","A","2016",84.4,
"FIN","LIFEEXP","WOMEN","YR","A","2017",84.5,
"FIN","LIFEEXP","WOMEN","YR","A","2018",84.5,
"FIN","LIFEEXP","WOMEN","YR","A","2019",84.8,
"FIN","LIFEEXP","WOMEN","YR","A","2020",85,
"FRA","LIFEEXP","MEN","YR","A","1960",67,
"FRA","LIFEEXP","MEN","YR","A","1961",67.5,
"FRA","LIFEEXP","MEN","YR","A","1962",67,
"FRA","LIFEEXP","MEN","YR","A","1963",66.8,
"FRA","LIFEEXP","MEN","YR","A","1964",67.7,
"FRA","LIFEEXP","MEN","YR","A","1965",67.5,
"FRA","LIFEEXP","MEN","YR","A","1966",67.8,
"FRA","LIFEEXP","MEN","YR","A","1967",67.8,
"FRA","LIFEEXP","MEN","YR","A","1968",67.8,
"FRA","LIFEEXP","MEN","YR","A","1969",67.4,
"FRA","LIFEEXP","MEN","YR","A","1970",68.4,
"FRA","LIFEEXP","MEN","YR","A","1971",68.3,
"FRA","LIFEEXP","MEN","YR","A","1972",68.5,
"FRA","LIFEEXP","MEN","YR","A","1973",68.7,
"FRA","LIFEEXP","MEN","YR","A","1974",68.9,
"FRA","LIFEEXP","MEN","YR","A","1975",69,
"FRA","LIFEEXP","MEN","YR","A","1976",69.2,
"FRA","LIFEEXP","MEN","YR","A","1977",69.7,
"FRA","LIFEEXP","MEN","YR","A","1978",69.8,
"FRA","LIFEEXP","MEN","YR","A","1979",70.1,
"FRA","LIFEEXP","MEN","YR","A","1980",70.2,
"FRA","LIFEEXP","MEN","YR","A","1981",70.4,
"FRA","LIFEEXP","MEN","YR","A","1982",70.7,
"FRA","LIFEEXP","MEN","YR","A","1983",70.7,
"FRA","LIFEEXP","MEN","YR","A","1984",71.2,
"FRA","LIFEEXP","MEN","YR","A","1985",71.3,
"FRA","LIFEEXP","MEN","YR","A","1986",71.6,
"FRA","LIFEEXP","MEN","YR","A","1987",72.1,
"FRA","LIFEEXP","MEN","YR","A","1988",72.4,
"FRA","LIFEEXP","MEN","YR","A","1989",72.5,
"FRA","LIFEEXP","MEN","YR","A","1990",72.8,
"FRA","LIFEEXP","MEN","YR","A","1991",73,
"FRA","LIFEEXP","MEN","YR","A","1992",73.3,
"FRA","LIFEEXP","MEN","YR","A","1993",73.4,
"FRA","LIFEEXP","MEN","YR","A","1994",73.8,
"FRA","LIFEEXP","MEN","YR","A","1995",73.9,
"FRA","LIFEEXP","MEN","YR","A","1996",74.2,
"FRA","LIFEEXP","MEN","YR","A","1997",74.6,
"FRA","LIFEEXP","MEN","YR","A","1998",74.9,
"FRA","LIFEEXP","MEN","YR","A","1999",75.1,
"FRA","LIFEEXP","MEN","YR","A","2000",75.4,
"FRA","LIFEEXP","MEN","YR","A","2001",75.5,
"FRA","LIFEEXP","MEN","YR","A","2002",75.8,
"FRA","LIFEEXP","MEN","YR","A","2003",75.8,
"FRA","LIFEEXP","MEN","YR","A","2004",76.7,
"FRA","LIFEEXP","MEN","YR","A","2005",76.8,
"FRA","LIFEEXP","MEN","YR","A","2006",77.4,
"FRA","LIFEEXP","MEN","YR","A","2007",77.6,
"FRA","LIFEEXP","MEN","YR","A","2008",77.9,
"FRA","LIFEEXP","MEN","YR","A","2009",78,
"FRA","LIFEEXP","MEN","YR","A","2010",78.3,
"FRA","LIFEEXP","MEN","YR","A","2011",78.8,
"FRA","LIFEEXP","MEN","YR","A","2012",78.7,
"FRA","LIFEEXP","MEN","YR","A","2013",79,"B"
"FRA","LIFEEXP","MEN","YR","A","2014",79.5,
"FRA","LIFEEXP","MEN","YR","A","2015",79.2,
"FRA","LIFEEXP","MEN","YR","A","2016",79.5,
"FRA","LIFEEXP","MEN","YR","A","2017",79.6,
"FRA","LIFEEXP","MEN","YR","A","2018",79.7,
"FRA","LIFEEXP","MEN","YR","A","2019",79.9,
"FRA","LIFEEXP","MEN","YR","A","2020",79.2,
"FRA","LIFEEXP","TOT","YR","A","1960",70.3,
"FRA","LIFEEXP","TOT","YR","A","1961",71,
"FRA","LIFEEXP","TOT","YR","A","1962",70.5,
"FRA","LIFEEXP","TOT","YR","A","1963",70.5,
"FRA","LIFEEXP","TOT","YR","A","1964",71.4,
"FRA","LIFEEXP","TOT","YR","A","1965",71.3,
"FRA","LIFEEXP","TOT","YR","A","1966",71.5,
"FRA","LIFEEXP","TOT","YR","A","1967",71.5,
"FRA","LIFEEXP","TOT","YR","A","1968",71.5,
"FRA","LIFEEXP","TOT","YR","A","1969",71.3,
"FRA","LIFEEXP","TOT","YR","A","1970",72.2,
"FRA","LIFEEXP","TOT","YR","A","1971",72.1,
"FRA","LIFEEXP","TOT","YR","A","1972",72.4,
"FRA","LIFEEXP","TOT","YR","A","1973",72.5,
"FRA","LIFEEXP","TOT","YR","A","1974",72.8,
"FRA","LIFEEXP","TOT","YR","A","1975",73,
"FRA","LIFEEXP","TOT","YR","A","1976",73.2,
"FRA","LIFEEXP","TOT","YR","A","1977",73.8,
"FRA","LIFEEXP","TOT","YR","A","1978",73.9,
"FRA","LIFEEXP","TOT","YR","A","1979",74.2,
"FRA","LIFEEXP","TOT","YR","A","1980",74.3,
"FRA","LIFEEXP","TOT","YR","A","1981",74.5,
"FRA","LIFEEXP","TOT","YR","A","1982",74.8,
"FRA","LIFEEXP","TOT","YR","A","1983",74.8,
"FRA","LIFEEXP","TOT","YR","A","1984",75.3,
"FRA","LIFEEXP","TOT","YR","A","1985",75.4,
"FRA","LIFEEXP","TOT","YR","A","1986",75.7,
"FRA","LIFEEXP","TOT","YR","A","1987",76.3,
"FRA","LIFEEXP","TOT","YR","A","1988",76.6,
"FRA","LIFEEXP","TOT","YR","A","1989",76.7,
"FRA","LIFEEXP","TOT","YR","A","1990",77,
"FRA","LIFEEXP","TOT","YR","A","1991",77.2,
"FRA","LIFEEXP","TOT","YR","A","1992",77.5,
"FRA","LIFEEXP","TOT","YR","A","1993",77.6,
"FRA","LIFEEXP","TOT","YR","A","1994",78,
"FRA","LIFEEXP","TOT","YR","A","1995",78.1,
"FRA","LIFEEXP","TOT","YR","A","1996",78.3,
"FRA","LIFEEXP","TOT","YR","A","1997",78.6,
"FRA","LIFEEXP","TOT","YR","A","1998",78.8,
"FRA","LIFEEXP","TOT","YR","A","1999",78.9,
"FRA","LIFEEXP","TOT","YR","A","2000",79.2,
"FRA","LIFEEXP","TOT","YR","A","2001",79.3,
"FRA","LIFEEXP","TOT","YR","A","2002",79.4,
"FRA","LIFEEXP","TOT","YR","A","2003",79.3,
"FRA","LIFEEXP","TOT","YR","A","2004",80.3,
"FRA","LIFEEXP","TOT","YR","A","2005",80.4,
"FRA","LIFEEXP","TOT","YR","A","2006",81,
"FRA","LIFEEXP","TOT","YR","A","2007",81.2,
"FRA","LIFEEXP","TOT","YR","A","2008",81.4,
"FRA","LIFEEXP","TOT","YR","A","2009",81.5,
"FRA","LIFEEXP","TOT","YR","A","2010",81.8,
"FRA","LIFEEXP","TOT","YR","A","2011",82.3,
"FRA","LIFEEXP","TOT","YR","A","2012",82.1,
"FRA","LIFEEXP","TOT","YR","A","2013",82.3,"B"
"FRA","LIFEEXP","TOT","YR","A","2014",82.8,
"FRA","LIFEEXP","TOT","YR","A","2015",82.4,
"FRA","LIFEEXP","TOT","YR","A","2016",82.7,
"FRA","LIFEEXP","TOT","YR","A","2017",82.7,
"FRA","LIFEEXP","TOT","YR","A","2018",82.8,
"FRA","LIFEEXP","TOT","YR","A","2019",82.9,
"FRA","LIFEEXP","TOT","YR","A","2020",82.3,
"FRA","LIFEEXP","WOMEN","YR","A","1960",73.6,
"FRA","LIFEEXP","WOMEN","YR","A","1961",74.4,
"FRA","LIFEEXP","WOMEN","YR","A","1962",73.9,
"FRA","LIFEEXP","WOMEN","YR","A","1963",74.1,
"FRA","LIFEEXP","WOMEN","YR","A","1964",75.1,
"FRA","LIFEEXP","WOMEN","YR","A","1965",75,
"FRA","LIFEEXP","WOMEN","YR","A","1966",75.2,
"FRA","LIFEEXP","WOMEN","YR","A","1967",75.2,
"FRA","LIFEEXP","WOMEN","YR","A","1968",75.2,
"FRA","LIFEEXP","WOMEN","YR","A","1969",75.1,
"FRA","LIFEEXP","WOMEN","YR","A","1970",75.9,
"FRA","LIFEEXP","WOMEN","YR","A","1971",75.9,
"FRA","LIFEEXP","WOMEN","YR","A","1972",76.2,
"FRA","LIFEEXP","WOMEN","YR","A","1973",76.3,
"FRA","LIFEEXP","WOMEN","YR","A","1974",76.7,
"FRA","LIFEEXP","WOMEN","YR","A","1975",76.9,
"FRA","LIFEEXP","WOMEN","YR","A","1976",77.2,
"FRA","LIFEEXP","WOMEN","YR","A","1977",77.8,
"FRA","LIFEEXP","WOMEN","YR","A","1978",77.9,
"FRA","LIFEEXP","WOMEN","YR","A","1979",78.3,
"FRA","LIFEEXP","WOMEN","YR","A","1980",78.4,
"FRA","LIFEEXP","WOMEN","YR","A","1981",78.5,
"FRA","LIFEEXP","WOMEN","YR","A","1982",78.9,
"FRA","LIFEEXP","WOMEN","YR","A","1983",78.8,
"FRA","LIFEEXP","WOMEN","YR","A","1984",79.3,
"FRA","LIFEEXP","WOMEN","YR","A","1985",79.4,
"FRA","LIFEEXP","WOMEN","YR","A","1986",79.8,
"FRA","LIFEEXP","WOMEN","YR","A","1987",80.5,
"FRA","LIFEEXP","WOMEN","YR","A","1988",80.7,
"FRA","LIFEEXP","WOMEN","YR","A","1989",80.9,
"FRA","LIFEEXP","WOMEN","YR","A","1990",81.2,
"FRA","LIFEEXP","WOMEN","YR","A","1991",81.4,
"FRA","LIFEEXP","WOMEN","YR","A","1992",81.7,
"FRA","LIFEEXP","WOMEN","YR","A","1993",81.7,
"FRA","LIFEEXP","WOMEN","YR","A","1994",82.2,
"FRA","LIFEEXP","WOMEN","YR","A","1995",82.2,
"FRA","LIFEEXP","WOMEN","YR","A","1996",82.3,
"FRA","LIFEEXP","WOMEN","YR","A","1997",82.6,
"FRA","LIFEEXP","WOMEN","YR","A","1998",82.7,
"FRA","LIFEEXP","WOMEN","YR","A","1999",82.7,
"FRA","LIFEEXP","WOMEN","YR","A","2000",83,
"FRA","LIFEEXP","WOMEN","YR","A","2001",83,
"FRA","LIFEEXP","WOMEN","YR","A","2002",83,
"FRA","LIFEEXP","WOMEN","YR","A","2003",82.8,
"FRA","LIFEEXP","WOMEN","YR","A","2004",83.9,
"FRA","LIFEEXP","WOMEN","YR","A","2005",83.9,
"FRA","LIFEEXP","WOMEN","YR","A","2006",84.5,
"FRA","LIFEEXP","WOMEN","YR","A","2007",84.8,
"FRA","LIFEEXP","WOMEN","YR","A","2008",84.8,
"FRA","LIFEEXP","WOMEN","YR","A","2009",85,
"FRA","LIFEEXP","WOMEN","YR","A","2010",85.3,
"FRA","LIFEEXP","WOMEN","YR","A","2011",85.7,
"FRA","LIFEEXP","WOMEN","YR","A","2012",85.4,
"FRA","LIFEEXP","WOMEN","YR","A","2013",85.6,"B"
"FRA","LIFEEXP","WOMEN","YR","A","2014",86.1,
"FRA","LIFEEXP","WOMEN","YR","A","2015",85.6,
"FRA","LIFEEXP","WOMEN","YR","A","2016",85.8,
"FRA","LIFEEXP","WOMEN","YR","A","2017",85.7,
"FRA","LIFEEXP","WOMEN","YR","A","2018",85.8,
"FRA","LIFEEXP","WOMEN","YR","A","2019",85.9,
"FRA","LIFEEXP","WOMEN","YR","A","2020",85.3,
"DEU","LIFEEXP","MEN","YR","A","1960",66.5,
"DEU","LIFEEXP","MEN","YR","A","1961",67,
"DEU","LIFEEXP","MEN","YR","A","1962",67.1,
"DEU","LIFEEXP","MEN","YR","A","1963",67.2,
"DEU","LIFEEXP","MEN","YR","A","1964",67.7,
"DEU","LIFEEXP","MEN","YR","A","1965",67.7,
"DEU","LIFEEXP","MEN","YR","A","1966",67.7,
"DEU","LIFEEXP","MEN","YR","A","1967",67.9,
"DEU","LIFEEXP","MEN","YR","A","1968",67.5,
"DEU","LIFEEXP","MEN","YR","A","1969",67.3,
"DEU","LIFEEXP","MEN","YR","A","1970",67.5,
"DEU","LIFEEXP","MEN","YR","A","1971",67.7,
"DEU","LIFEEXP","MEN","YR","A","1972",67.8,
"DEU","LIFEEXP","MEN","YR","A","1973",68.1,
"DEU","LIFEEXP","MEN","YR","A","1974",68.4,
"DEU","LIFEEXP","MEN","YR","A","1975",68.2,
"DEU","LIFEEXP","MEN","YR","A","1976",68.6,
"DEU","LIFEEXP","MEN","YR","A","1977",69.2,
"DEU","LIFEEXP","MEN","YR","A","1978",69.1,
"DEU","LIFEEXP","MEN","YR","A","1979",69.5,
"DEU","LIFEEXP","MEN","YR","A","1980",69.6,
"DEU","LIFEEXP","MEN","YR","A","1981",69.9,
"DEU","LIFEEXP","MEN","YR","A","1982",70.2,
"DEU","LIFEEXP","MEN","YR","A","1983",70.5,
"DEU","LIFEEXP","MEN","YR","A","1984",71,
"DEU","LIFEEXP","MEN","YR","A","1985",71.6,
"DEU","LIFEEXP","MEN","YR","A","1986",71.8,
"DEU","LIFEEXP","MEN","YR","A","1987",72.2,
"DEU","LIFEEXP","MEN","YR","A","1988",72.5,
"DEU","LIFEEXP","MEN","YR","A","1989",72.6,
"DEU","LIFEEXP","MEN","YR","A","1990",74,
"DEU","LIFEEXP","MEN","YR","A","1991",72.2,"B"
"DEU","LIFEEXP","MEN","YR","A","1992",72.7,
"DEU","LIFEEXP","MEN","YR","A","1993",72.8,
"DEU","LIFEEXP","MEN","YR","A","1994",73.1,
"DEU","LIFEEXP","MEN","YR","A","1995",73.3,
"DEU","LIFEEXP","MEN","YR","A","1996",73.6,
"DEU","LIFEEXP","MEN","YR","A","1997",74.1,
"DEU","LIFEEXP","MEN","YR","A","1998",74.5,
"DEU","LIFEEXP","MEN","YR","A","1999",74.8,
"DEU","LIFEEXP","MEN","YR","A","2000",75.1,
"DEU","LIFEEXP","MEN","YR","A","2001",75.6,
"DEU","LIFEEXP","MEN","YR","A","2002",75.7,
"DEU","LIFEEXP","MEN","YR","A","2003",75.8,
"DEU","LIFEEXP","MEN","YR","A","2004",76.5,
"DEU","LIFEEXP","MEN","YR","A","2005",76.7,
"DEU","LIFEEXP","MEN","YR","A","2006",77.2,
"DEU","LIFEEXP","MEN","YR","A","2007",77.4,
"DEU","LIFEEXP","MEN","YR","A","2008",77.6,
"DEU","LIFEEXP","MEN","YR","A","2009",77.8,
"DEU","LIFEEXP","MEN","YR","A","2010",78,
"DEU","LIFEEXP","MEN","YR","A","2011",77.9,
"DEU","LIFEEXP","MEN","YR","A","2012",78.1,
"DEU","LIFEEXP","MEN","YR","A","2013",78.1,
"DEU","LIFEEXP","MEN","YR","A","2014",78.7,
"DEU","LIFEEXP","MEN","YR","A","2015",78.3,
"DEU","LIFEEXP","MEN","YR","A","2016",78.6,
"DEU","LIFEEXP","MEN","YR","A","2017",78.7,
"DEU","LIFEEXP","MEN","YR","A","2018",78.6,
"DEU","LIFEEXP","MEN","YR","A","2019",79,
"DEU","LIFEEXP","TOT","YR","A","1960",69.1,
"DEU","LIFEEXP","TOT","YR","A","1961",69.7,
"DEU","LIFEEXP","TOT","YR","A","1962",69.9,
"DEU","LIFEEXP","TOT","YR","A","1963",70,
"DEU","LIFEEXP","TOT","YR","A","1964",70.6,
"DEU","LIFEEXP","TOT","YR","A","1965",70.5,
"DEU","LIFEEXP","TOT","YR","A","1966",70.6,
"DEU","LIFEEXP","TOT","YR","A","1967",70.9,
"DEU","LIFEEXP","TOT","YR","A","1968",70.5,
"DEU","LIFEEXP","TOT","YR","A","1969",70.3,
"DEU","LIFEEXP","TOT","YR","A","1970",70.6,
"DEU","LIFEEXP","TOT","YR","A","1971",70.8,
"DEU","LIFEEXP","TOT","YR","A","1972",71,
"DEU","LIFEEXP","TOT","YR","A","1973",71.3,
"DEU","LIFEEXP","TOT","YR","A","1974",71.5,
"DEU","LIFEEXP","TOT","YR","A","1975",71.4,
"DEU","LIFEEXP","TOT","YR","A","1976",71.8,
"DEU","LIFEEXP","TOT","YR","A","1977",72.5,
"DEU","LIFEEXP","TOT","YR","A","1978",72.4,
"DEU","LIFEEXP","TOT","YR","A","1979",72.8,
"DEU","LIFEEXP","TOT","YR","A","1980",72.9,
"DEU","LIFEEXP","TOT","YR","A","1981",73.2,
"DEU","LIFEEXP","TOT","YR","A","1982",73.5,
"DEU","LIFEEXP","TOT","YR","A","1983",73.8,
"DEU","LIFEEXP","TOT","YR","A","1984",74.3,
"DEU","LIFEEXP","TOT","YR","A","1985",74.9,
"DEU","LIFEEXP","TOT","YR","A","1986",75.1,
"DEU","LIFEEXP","TOT","YR","A","1987",75.6,
"DEU","LIFEEXP","TOT","YR","A","1988",75.8,
"DEU","LIFEEXP","TOT","YR","A","1989",75.9,
"DEU","LIFEEXP","TOT","YR","A","1990",77.2,
"DEU","LIFEEXP","TOT","YR","A","1991",75.5,"B"
"DEU","LIFEEXP","TOT","YR","A","1992",76,
"DEU","LIFEEXP","TOT","YR","A","1993",76.1,
"DEU","LIFEEXP","TOT","YR","A","1994",76.4,
"DEU","LIFEEXP","TOT","YR","A","1995",76.6,
"DEU","LIFEEXP","TOT","YR","A","1996",76.9,
"DEU","LIFEEXP","TOT","YR","A","1997",77.3,
"DEU","LIFEEXP","TOT","YR","A","1998",77.7,
"DEU","LIFEEXP","TOT","YR","A","1999",77.9,
"DEU","LIFEEXP","TOT","YR","A","2000",78.2,
"DEU","LIFEEXP","TOT","YR","A","2001",78.5,
"DEU","LIFEEXP","TOT","YR","A","2002",78.5,
"DEU","LIFEEXP","TOT","YR","A","2003",78.6,
"DEU","LIFEEXP","TOT","YR","A","2004",79.2,
"DEU","LIFEEXP","TOT","YR","A","2005",79.4,
"DEU","LIFEEXP","TOT","YR","A","2006",79.8,
"DEU","LIFEEXP","TOT","YR","A","2007",80.1,
"DEU","LIFEEXP","TOT","YR","A","2008",80.2,
"DEU","LIFEEXP","TOT","YR","A","2009",80.3,
"DEU","LIFEEXP","TOT","YR","A","2010",80.5,
"DEU","LIFEEXP","TOT","YR","A","2011",80.5,
"DEU","LIFEEXP","TOT","YR","A","2012",80.6,
"DEU","LIFEEXP","TOT","YR","A","2013",80.6,
"DEU","LIFEEXP","TOT","YR","A","2014",81.2,
"DEU","LIFEEXP","TOT","YR","A","2015",80.7,
"DEU","LIFEEXP","TOT","YR","A","2016",81.1,
"DEU","LIFEEXP","TOT","YR","A","2017",81.1,
"DEU","LIFEEXP","TOT","YR","A","2018",81,
"DEU","LIFEEXP","TOT","YR","A","2019",81.4,
"DEU","LIFEEXP","TOT","YR","A","2020",81.1,
"DEU","LIFEEXP","WOMEN","YR","A","1960",71.7,
"DEU","LIFEEXP","WOMEN","YR","A","1961",72.3,
"DEU","LIFEEXP","WOMEN","YR","A","1962",72.6,
"DEU","LIFEEXP","WOMEN","YR","A","1963",72.8,
"DEU","LIFEEXP","WOMEN","YR","A","1964",73.4,
"DEU","LIFEEXP","WOMEN","YR","A","1965",73.3,
"DEU","LIFEEXP","WOMEN","YR","A","1966",73.5,
"DEU","LIFEEXP","WOMEN","YR","A","1967",73.8,
"DEU","LIFEEXP","WOMEN","YR","A","1968",73.4,
"DEU","LIFEEXP","WOMEN","YR","A","1969",73.3,
"DEU","LIFEEXP","WOMEN","YR","A","1970",73.6,
"DEU","LIFEEXP","WOMEN","YR","A","1971",73.8,
"DEU","LIFEEXP","WOMEN","YR","A","1972",74.1,
"DEU","LIFEEXP","WOMEN","YR","A","1973",74.4,
"DEU","LIFEEXP","WOMEN","YR","A","1974",74.6,
"DEU","LIFEEXP","WOMEN","YR","A","1975",74.5,
"DEU","LIFEEXP","WOMEN","YR","A","1976",75,
"DEU","LIFEEXP","WOMEN","YR","A","1977",75.7,
"DEU","LIFEEXP","WOMEN","YR","A","1978",75.7,
"DEU","LIFEEXP","WOMEN","YR","A","1979",76,
"DEU","LIFEEXP","WOMEN","YR","A","1980",76.2,
"DEU","LIFEEXP","WOMEN","YR","A","1981",76.4,
"DEU","LIFEEXP","WOMEN","YR","A","1982",76.7,
"DEU","LIFEEXP","WOMEN","YR","A","1983",77,
"DEU","LIFEEXP","WOMEN","YR","A","1984",77.5,
"DEU","LIFEEXP","WOMEN","YR","A","1985",78.2,
"DEU","LIFEEXP","WOMEN","YR","A","1986",78.4,
"DEU","LIFEEXP","WOMEN","YR","A","1987",78.9,
"DEU","LIFEEXP","WOMEN","YR","A","1988",79.1,
"DEU","LIFEEXP","WOMEN","YR","A","1989",79.2,
"DEU","LIFEEXP","WOMEN","YR","A","1990",80.4,
"DEU","LIFEEXP","WOMEN","YR","A","1991",78.8,"B"
"DEU","LIFEEXP","WOMEN","YR","A","1992",79.3,
"DEU","LIFEEXP","WOMEN","YR","A","1993",79.4,
"DEU","LIFEEXP","WOMEN","YR","A","1994",79.7,
"DEU","LIFEEXP","WOMEN","YR","A","1995",79.9,
"DEU","LIFEEXP","WOMEN","YR","A","1996",80.1,
"DEU","LIFEEXP","WOMEN","YR","A","1997",80.5,
"DEU","LIFEEXP","WOMEN","YR","A","1998",80.8,
"DEU","LIFEEXP","WOMEN","YR","A","1999",81,
"DEU","LIFEEXP","WOMEN","YR","A","2000",81.2,
"DEU","LIFEEXP","WOMEN","YR","A","2001",81.4,
"DEU","LIFEEXP","WOMEN","YR","A","2002",81.3,
"DEU","LIFEEXP","WOMEN","YR","A","2003",81.3,
"DEU","LIFEEXP","WOMEN","YR","A","2004",81.9,
"DEU","LIFEEXP","WOMEN","YR","A","2005",82,
"DEU","LIFEEXP","WOMEN","YR","A","2006",82.4,
"DEU","LIFEEXP","WOMEN","YR","A","2007",82.7,
"DEU","LIFEEXP","WOMEN","YR","A","2008",82.7,
"DEU","LIFEEXP","WOMEN","YR","A","2009",82.8,
"DEU","LIFEEXP","WOMEN","YR","A","2010",83,
"DEU","LIFEEXP","WOMEN","YR","A","2011",83.1,
"DEU","LIFEEXP","WOMEN","YR","A","2012",83.1,
"DEU","LIFEEXP","WOMEN","YR","A","2013",83,
"DEU","LIFEEXP","WOMEN","YR","A","2014",83.6,
"DEU","LIFEEXP","WOMEN","YR","A","2015",83.1,
"DEU","LIFEEXP","WOMEN","YR","A","2016",83.5,
"DEU","LIFEEXP","WOMEN","YR","A","2017",83.4,
"DEU","LIFEEXP","WOMEN","YR","A","2018",83.3,
"DEU","LIFEEXP","WOMEN","YR","A","2019",83.7,
"GRC","LIFEEXP","MEN","YR","A","1961",70.2,
"GRC","LIFEEXP","MEN","YR","A","1962",69.9,
"GRC","LIFEEXP","MEN","YR","A","1963",70.2,
"GRC","LIFEEXP","MEN","YR","A","1964",69.9,
"GRC","LIFEEXP","MEN","YR","A","1965",70.5,
"GRC","LIFEEXP","MEN","YR","A","1966",70.5,
"GRC","LIFEEXP","MEN","YR","A","1967",70.4,
"GRC","LIFEEXP","MEN","YR","A","1968",70.6,
"GRC","LIFEEXP","MEN","YR","A","1969",71,
"GRC","LIFEEXP","MEN","YR","A","1970",71.6,
"GRC","LIFEEXP","MEN","YR","A","1971",72.2,
"GRC","LIFEEXP","MEN","YR","A","1972",71.7,
"GRC","LIFEEXP","MEN","YR","A","1973",72,
"GRC","LIFEEXP","MEN","YR","A","1974",72.4,
"GRC","LIFEEXP","MEN","YR","A","1975",72.2,
"GRC","LIFEEXP","MEN","YR","A","1976",72.3,
"GRC","LIFEEXP","MEN","YR","A","1977",72.4,
"GRC","LIFEEXP","MEN","YR","A","1978",72.9,
"GRC","LIFEEXP","MEN","YR","A","1979",73.2,
"GRC","LIFEEXP","MEN","YR","A","1980",73,
"GRC","LIFEEXP","MEN","YR","A","1981",73.4,
"GRC","LIFEEXP","MEN","YR","A","1982",73.6,
"GRC","LIFEEXP","MEN","YR","A","1983",73.4,
"GRC","LIFEEXP","MEN","YR","A","1984",73.8,
"GRC","LIFEEXP","MEN","YR","A","1985",73.5,
"GRC","LIFEEXP","MEN","YR","A","1986",74.1,
"GRC","LIFEEXP","MEN","YR","A","1987",73.9,
"GRC","LIFEEXP","MEN","YR","A","1988",74.3,
"GRC","LIFEEXP","MEN","YR","A","1989",74.5,
"GRC","LIFEEXP","MEN","YR","A","1990",74.7,
"GRC","LIFEEXP","MEN","YR","A","1991",74.8,
"GRC","LIFEEXP","MEN","YR","A","1992",74.7,
"GRC","LIFEEXP","MEN","YR","A","1993",75.1,
"GRC","LIFEEXP","MEN","YR","A","1994",75.3,
"GRC","LIFEEXP","MEN","YR","A","1995",75.2,
"GRC","LIFEEXP","MEN","YR","A","1996",75.3,
"GRC","LIFEEXP","MEN","YR","A","1997",75.7,
"GRC","LIFEEXP","MEN","YR","A","1998",75.8,
"GRC","LIFEEXP","MEN","YR","A","1999",75.9,
"GRC","LIFEEXP","MEN","YR","A","2000",75.9,
"GRC","LIFEEXP","MEN","YR","A","2001",76.3,
"GRC","LIFEEXP","MEN","YR","A","2002",76.4,
"GRC","LIFEEXP","MEN","YR","A","2003",76.6,
"GRC","LIFEEXP","MEN","YR","A","2004",76.6,
"GRC","LIFEEXP","MEN","YR","A","2005",76.8,
"GRC","LIFEEXP","MEN","YR","A","2006",77.1,
"GRC","LIFEEXP","MEN","YR","A","2007",76.9,
"GRC","LIFEEXP","MEN","YR","A","2008",77.5,
"GRC","LIFEEXP","MEN","YR","A","2009",77.5,
"GRC","LIFEEXP","MEN","YR","A","2010",78,
"GRC","LIFEEXP","MEN","YR","A","2011",78,
"GRC","LIFEEXP","MEN","YR","A","2012",78,
