Entity,Code,Year,Life Expectancy (OECD)
Slovenia,SVN,2014,81.2
Slovenia,SVN,2015,80.9
South Africa,ZAF,1960,49.1
South Africa,ZAF,1961,49.5
South Africa,ZAF,1962,49.9
South Africa,ZAF,1963,50.3
South Africa,ZAF,1964,50.6
South Africa,ZAF,1965,51
South Africa,ZAF,1966,51.4
South Africa,ZAF,1967,51.8
South Africa,ZAF,1968,52.2
South Africa,ZAF,1969,52.6
South Africa,ZAF,1970,52.9
South Africa,ZAF,1971,53.3
South Africa,ZAF,1972,53.6
South Africa,ZAF,1973,53.9
South Africa,ZAF,1974,54.3
South Africa,ZAF,1975,54.7
South Africa,ZAF,1976,55.1
South Africa,ZAF,1977,55.5
South Africa,ZAF,1978,56
South Africa,ZAF,1979,56.5
South Africa,ZAF,1980,57.1
South Africa,ZAF,1981,57.7
South Africa,ZAF,1982,58.3
South Africa,ZAF,1983,58.9
South Africa,ZAF,1984,59.4
South Africa,ZAF,1985,60
South Africa,ZAF,1986,60.5
South Africa,ZAF,1987,61.1
South Africa,ZAF,1988,61.5
South Africa,ZAF,1989,61.9
South Africa,ZAF,1990,62.2
South Africa,ZAF,1991,62.4
South Africa,ZAF,1992,62.4
South Africa,ZAF,1993,62.3
South Africa,ZAF,1994,62
South Africa,ZAF,1995,61.5
South Africa,ZAF,1996,60.7
South Africa,ZAF,1997,59.7
South Africa,ZAF,1998,58.5
South Africa,ZAF,1999,57.2
South Africa,ZAF,2000,55.8
South Africa,ZAF,2001,54.6
South Africa,ZAF,2002,53.4
South Africa,ZAF,2003,52.5
South Africa,ZAF,2004,51.9
South Africa,ZAF,2005,51.6
South Africa,ZAF,2006,51.6
South Africa,ZAF,2007,52
South Africa,ZAF,2008,52.6
South Africa,ZAF,2009,53.5
South Africa,ZAF,2010,54.4
South Africa,ZAF,2011,55.3
South Africa,ZAF,2012,56.1
South Africa,ZAF,2013,56.7
South Africa,ZAF,2014,57.2
South Africa,ZAF,2015,57.4
South Korea,KOR,1970,62.3
South Korea,KOR,1971,62.7
South Korea,KOR,1972,63.1
South Korea,KOR,1973,63.5
South Korea,KOR,1974,63.9
South Korea,KOR,1975,64.3
South Korea,KOR,1976,64.6
South Korea,KOR,1977,65
South Korea,KOR,1978,65.3
South Korea,KOR,1979,65.6
South Korea,KOR,1980,66.2
South Korea,KOR,1981,66.7
South Korea,KOR,1982,67.2
South Korea,KOR,1983,67.7
South Korea,KOR,1984,68.3
South Korea,KOR,1985,68.9
South Korea,KOR,1986,69.5
South Korea,KOR,1987,70.1
South Korea,KOR,1988,70.7
South Korea,KOR,1989,71.2
South Korea,KOR,1990,71.7
South Korea,KOR,1991,72.2
South Korea,KOR,1992,72.6
South Korea,KOR,1993,73.1
South Korea,KOR,1994,73.5
South Korea,KOR,1995,73.8
South Korea,KOR,1996,74.2
South Korea,KOR,1997,74.7
South Korea,KOR,1998,75.1
South Korea,KOR,1999,75.5
South Korea,KOR,2000,76
South Korea,KOR,2001,76.5
South Korea,KOR,2002,76.8
South Korea,KOR,2003,77.3
South Korea,KOR,2004,77.8
South Korea,KOR,2005,78.2
South Korea,KOR,2006,78.8
South Korea,KOR,2007,79.2
South Korea,KOR,2008,79.6
South Korea,KOR,2009,80
South Korea,KOR,2010,80.2
South Korea,KOR,2011,80.6
South Korea,KOR,2012,80.9
South Korea,KOR,2013,81.4
South Korea,KOR,2014,81.8
South Korea,KOR,2015,82.1
Spain,ESP,1960,69.8
Spain,ESP,1970,72
Spain,ESP,1975,73.4
Spain,ESP,1976,73.7
Spain,ESP,1977,74.2
Spain,ESP,1978,74.4
Spain,ESP,1979,74.9
Spain,ESP,1980,75.4
Spain,ESP,1981,75.7
Spain,ESP,1982,76.3
Spain,ESP,1983,76
Spain,ESP,1984,76.4
Spain,ESP,1985,76.4
Spain,ESP,1986,76.7
Spain,ESP,1987,76.9
Spain,ESP,1988,76.9
Spain,ESP,1989,77
Spain,ESP,1990,77
Spain,ESP,1991,77.1
Spain,ESP,1992,77.6
Spain,ESP,1993,77.7
Spain,ESP,1994,78.1
Spain,ESP,1995,78.1
Spain,ESP,1996,78.3
Spain,ESP,1997,78.8
Spain,ESP,1998,78.9
Spain,ESP,1999,78.8
Spain,ESP,2000,79.3
Spain,ESP,2001,79.8
Spain,ESP,2002,79.9
Spain,ESP,2003,79.7
Spain,ESP,2004,80.4
Spain,ESP,2005,80.3
Spain,ESP,2006,81.1
Spain,ESP,2007,81.2
Spain,ESP,2008,81.5
Spain,ESP,2009,81.9
Spain,ESP,2010,82.4
Spain,ESP,2011,82.6
Spain,ESP,2012,82.5
Spain,ESP,2013,83.2
Spain,ESP,2014,83.3
Spain,ESP,2015,83
Sweden,SWE,1960,73.1
Sweden,SWE,1961,73.5
Sweden,SWE,1962,73.4
Sweden,SWE,1963,73.6
Sweden,SWE,1964,73.8
Sweden,SWE,1965,73.9
Sweden,SWE,1966,74.2
Sweden,SWE,1967,74.2
Sweden,SWE,1968,74.1
Sweden,SWE,1969,74.2
Sweden,SWE,1970,74.8
Sweden,SWE,1971,74.8
Sweden,SWE,1972,74.8
Sweden,SWE,1973,75
Sweden,SWE,1974,75.1
Sweden,SWE,1975,75.2
Sweden,SWE,1976,75.1
Sweden,SWE,1977,75.6
Sweden,SWE,1978,75.7
Sweden,SWE,1979,75.7
Sweden,SWE,1980,75.9
Sweden,SWE,1981,76.2
Sweden,SWE,1982,76.5
Sweden,SWE,1983,76.7
Sweden,SWE,1984,77
Sweden,SWE,1985,76.8
Sweden,SWE,1986,77.1
Sweden,SWE,1987,77.3
Sweden,SWE,1988,77.1
Sweden,SWE,1989,77.8
Sweden,SWE,1990,77.7
Sweden,SWE,1991,77.9
Sweden,SWE,1992,78.2
Sweden,SWE,1993,78.2
Sweden,SWE,1994,78.9
Sweden,SWE,1995,79
Sweden,SWE,1996,79.2
Sweden,SWE,1997,79.4
Sweden,SWE,1998,79.5
Sweden,SWE,1999,79.6
Sweden,SWE,2000,79.7
Sweden,SWE,2001,79.9
Sweden,SWE,2002,79.9
Sweden,SWE,2003,80.3
Sweden,SWE,2004,80.6
Sweden,SWE,2005,80.7
Sweden,SWE,2006,81
Sweden,SWE,2007,81.1
Sweden,SWE,2008,81.3
Sweden,SWE,2009,81.5
Sweden,SWE,2010,81.6
Sweden,SWE,2011,81.9
Sweden,SWE,2012,81.8
Sweden,SWE,2013,82
Sweden,SWE,2014,82.3
Sweden,SWE,2015,82.3
Switzerland,CHE,1960,71.4
Switzerland,CHE,1961,71.8
Switzerland,CHE,1962,71.3
Switzerland,CHE,1963,71.3
Switzerland,CHE,1964,72.2
Switzerland,CHE,1965,72.3
Switzerland,CHE,1966,72.5
Switzerland,CHE,1967,72.8
Switzerland,CHE,1968,72.7
Switzerland,CHE,1969,72.7
Switzerland,CHE,1970,73.1
Switzerland,CHE,1971,73.3
Switzerland,CHE,1972,73.8
Switzerland,CHE,1973,74.1
Switzerland,CHE,1974,74.4
Switzerland,CHE,1975,74.8
Switzerland,CHE,1976,74.9
Switzerland,CHE,1977,75.4
Switzerland,CHE,1978,75.4
Switzerland,CHE,1979,75.7
Switzerland,CHE,1980,75.7
Switzerland,CHE,1981,75.9
Switzerland,CHE,1982,76.2
Switzerland,CHE,1983,76.2
Switzerland,CHE,1984,76.9
Switzerland,CHE,1985,77
Switzerland,CHE,1986,77.1
Switzerland,CHE,1987,77.5
Switzerland,CHE,1988,77.5
Switzerland,CHE,1989,77.7
Switzerland,CHE,1990,77.5
Switzerland,CHE,1991,77.8
Switzerland,CHE,1992,78
Switzerland,CHE,1993,78.4
Switzerland,CHE,1994,78.6
Switzerland,CHE,1995,78.7
Switzerland,CHE,1996,79.1
Switzerland,CHE,1997,79.3
Switzerland,CHE,1998,79.6
Switzerland,CHE,1999,79.8
Switzerland,CHE,2000,79.9
Switzerland,CHE,2001,80.4
Switzerland,CHE,2002,80.6
Switzerland,CHE,2003,80.6
Switzerland,CHE,2004,81.2
Switzerland,CHE,2005,81.4
Switzerland,CHE,2006,81.7
Switzerland,CHE,2007,82
Switzerland,CHE,2008,82.2
Switzerland,CHE,2009,82.3
Switzerland,CHE,2010,82.6
Switzerland,CHE,2011,82.8
Switzerland,CHE,2012,82.8
Switzerland,CHE,2013,82.9
Switzerland,CHE,2014,83.3
Switzerland,CHE,2015,83
Turkey,TUR,1960,48.3
Turkey,TUR,1961,49
Turkey,TUR,1962,49.7
Turkey,TUR,1963,50.3
Turkey,TUR,1964,51
Turkey,TUR,1965,51.6
Turkey,TUR,1966,52.2
Turkey,TUR,1967,52.9
Turkey,TUR,1968,53.4
Turkey,TUR,1969,53.8
Turkey,TUR,1970,54.2
Turkey,TUR,1971,54.6
Turkey,TUR,1972,55
Turkey,TUR,1973,55.4
Turkey,TUR,1974,55.7
Turkey,TUR,1975,56.1
Turkey,TUR,1976,56.5
Turkey,TUR,1977,56.9
Turkey,TUR,1978,57.3
Turkey,TUR,1979,57.7
Turkey,TUR,1980,58.1
Turkey,TUR,1981,58.5
Turkey,TUR,1982,58.9
Turkey,TUR,1983,59.7
Turkey,TUR,1984,60.9
Turkey,TUR,1985,62.1
Turkey,TUR,1986,63.2
Turkey,TUR,1987,64.4
Turkey,TUR,1988,65.2
Turkey,TUR,1989,65.7
Turkey,TUR,1990,67.5
Turkey,TUR,1991,67.8
Turkey,TUR,1992,68.2
Turkey,TUR,1993,68.5
Turkey,TUR,1994,68.9
Turkey,TUR,1995,69.3
Turkey,TUR,1996,69.7
Turkey,TUR,1997,70.1
Turkey,TUR,1998,70.3
Turkey,TUR,1999,70.7
Turkey,TUR,2000,71.1
Turkey,TUR,2001,71.5
Turkey,TUR,2002,71.9
Turkey,TUR,2003,72.3
Turkey,TUR,2004,72.7
Turkey,TUR,2005,73.1
Turkey,TUR,2006,73.4
Turkey,TUR,2007,73.7
Turkey,TUR,2008,73.9
Turkey,TUR,2009,74.1
Turkey,TUR,2010,74.3
Turkey,TUR,2011,74.6
Turkey,TUR,2012,74.6
Turkey,TUR,2013,78
Turkey,TUR,2014,78
Turkey,TUR,2015,78
United Kingdom,GBR,1960,70.8
United Kingdom,GBR,1961,70.7
United Kingdom,GBR,1970,71.9
United Kingdom,GBR,1971,71.9
United Kingdom,GBR,1980,73.2
United Kingdom,GBR,1981,73.8
United Kingdom,GBR,1982,74.1
United Kingdom,GBR,1983,74.3
United Kingdom,GBR,1984,74.5
United Kingdom,GBR,1985,74.7
United Kingdom,GBR,1986,74.8
United Kingdom,GBR,1987,75.2
United Kingdom,GBR,1988,75.3
United Kingdom,GBR,1989,75.4
United Kingdom,GBR,1990,75.7
United Kingdom,GBR,1991,75.9
United Kingdom,GBR,1992,76.3
United Kingdom,GBR,1993,76.2
United Kingdom,GBR,1994,76.8
United Kingdom,GBR,1995,76.7
United Kingdom,GBR,1996,76.9
United Kingdom,GBR,1997,77.2
United Kingdom,GBR,1998,77.3
United Kingdom,GBR,1999,77.5
United Kingdom,GBR,2000,77.9
United Kingdom,GBR,2001,78.2
United Kingdom,GBR,2002,78.3
United Kingdom,GBR,2003,78.4
United Kingdom,GBR,2004,79
United Kingdom,GBR,2005,79.2
United Kingdom,GBR,2006,79.5
United Kingdom,GBR,2007,79.7
United Kingdom,GBR,2008,79.8
United Kingdom,GBR,2009,80.4
United Kingdom,GBR,2010,80.6
United Kingdom,GBR,2011,81
United Kingdom,GBR,2012,81
United Kingdom,GBR,2013,81.1
United Kingdom,GBR,2014,81.4
United Kingdom,GBR,2015,81
United States,USA,1960,69.9
United States,USA,1961,70.4
United States,USA,1962,70.2
United States,USA,1963,70
United States,USA,1964,70.3
United States,USA,1965,70.3
United States,USA,1966,70.3
United States,USA,1967,70.7
United States,USA,1968,70.4
United States,USA,1969,70.6
United States,USA,1970,70.9
United States,USA,1971,71.2
United States,USA,1972,71.3
United States,USA,1973,71.5
United States,USA,1974,72.1
United States,USA,1975,72.7
United States,USA,1976,73
United States,USA,1977,73.4
United States,USA,1978,73.5
United States,USA,1979,73.9
United States,USA,1980,73.7
United States,USA,1981,74.1
United States,USA,1982,74.5
United States,USA,1983,74.6
United States,USA,1984,74.7
United States,USA,1985,74.7
United States,USA,1986,74.7
United States,USA,1987,74.9
United States,USA,1988,74.9
United States,USA,1989,75.1
United States,USA,1990,75.3
United States,USA,1991,75.5
United States,USA,1992,75.7
United States,USA,1993,75.5
United States,USA,1994,75.7
United States,USA,1995,75.7
United States,USA,1996,76.1
United States,USA,1997,76.5
United States,USA,1998,76.7
United States,USA,1999,76.7
United States,USA,2000,76.7
United States,USA,2001,76.9
United States,USA,2002,77
United States,USA,2003,77.1
United States,USA,2004,77.6
United States,USA,2005,77.6
United States,USA,2006,77.8
United States,USA,2007,78.1
United States,USA,2008,78.1
United States,USA,2009,78.5
United States,USA,2010,78.6
United States,USA,2011,78.7
United States,USA,2012,78.8
United States,USA,2013,78.8
United States,USA,2014,78.9
United States,USA,2015,78.8
